"","StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QID69","Q1_","Q2","Q3","nace","gender","degree","education","Q8","Q10","Q12","Q13","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q14_11","Q14_28","Q14_12","Q14_13","Q14_14","Q14_15","Q14_16","Q14_17","Q14_18","Q14_19","Q14_20","Q14_21","Q14_22","Q14_23","Q14_24","Q14_25","Q14_26","Q14_27","Q15","Q16","Q59_1","Q59_2","Q59_3","Q59_4","Q59_5","Q59_6","Q59_7","Q59_8","Q59_9","Q59_10","Q59_28","Q59_11","Q59_12","Q59_13","Q59_14","Q59_15","Q59_16","Q59_17","Q59_18","Q59_19","Q59_20","Q59_21","Q59_22","Q59_23","Q59_24","Q59_25","Q59_26","Q59_27","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q61_6","Q61_7","Q61_8","Q61_9","Q61_10","Q61_28","Q61_11","Q61_12","Q61_13","Q61_14","Q61_15","Q61_16","Q61_17","Q61_18","Q61_19","Q61_20","Q61_21","Q61_22","Q61_23","Q61_24","Q61_25","Q61_26","Q61_27","Q60_1","Q60_2","Q60_3","Q60_4","Q60_5","Q60_6","Q60_7","Q60_8","Q60_9","Q60_10","Q60_28","Q60_11","Q60_12","Q60_13","Q60_14","Q60_15","Q60_16","Q60_17","Q60_18","Q60_19","Q60_20","Q60_21","Q60_22","Q60_23","Q60_24","Q60_25","Q60_26","Q60_27","Q43","Q46.0","Q47","Q48","Q50","Q49","age","income","zip_residence1","zip_workplace1","age_clustered","filter_.","experience"
"154",2024-04-10 14:04:30,2024-04-10 14:07:34,"IP Address",100,184,"True",2024-04-10 14:07:34,"R_54WUwhSspgd8Rwt","anonymous","EN",4,"1990","8510","8550","C25 - Manufacture of fabricated metal products, except machinery and equipment","Male","Academic master","Industrial engineering","7y","€ 4250 - € 4500","5","Yes",NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"6","7","6","4","6",33,4375,"West Vlaanderen","West Vlaanderen","39","Selected",7
"155",2024-04-10 14:02:27,2024-04-10 14:08:00,"IP Address",100,332,"True",2024-04-10 14:08:01,"R_1kOneaF0SLbJw6C","anonymous","EN",4,"1995","9160","8400","C28 - Manufacture of machinery and equipment n.e.c.","Female","Academic master","Industrial engineering","1y","€ 3750 - € 4000","10","Yes",1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"10","8","9","9","9",28,3875,"Oost Vlaanderen","West Vlaanderen","29","Selected",1
"156",2024-04-10 14:04:43,2024-04-10 14:08:21,"IP Address",100,218,"True",2024-04-10 14:08:22,"R_5VrXobnnfOgIQJH","anonymous","EN",4,"1997","2610","2610","Other","Prefer not to say","Academic master","Industrial engineering","< 1y","€ 2500 - €2750","4","Yes",1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"10","10","8","2","2",26,2625,"Antwerpen","Antwerpen","29","Selected",0
"157",2024-04-10 14:05:12,2024-04-10 14:08:51,"IP Address",100,219,"True",2024-04-10 14:08:51,"R_25TTkHNiUJZF5eK","anonymous","EN",4,"1996","1800","1654","C24 - Manufacture of basic metals","Male","Academic master","Industrial engineering","4y","€ 3000 - €3250","6","Yes",1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"6","8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"8","8","10","8","7",27,3125,"Brussel","Brussel","29","Selected",4
"158",2024-04-10 14:05:12,2024-04-10 14:09:12,"IP Address",100,240,"True",2024-04-10 14:09:13,"R_2H1R6jHRmoCUvux","anonymous","EN",4,"1985","8020","8000","C10 - Manufacture of food products","Male","Academic master","Industrial engineering","17y","€ 6750 - € 7000","7","Yes",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"9","7","5","7","7",38,6875,"West Vlaanderen","West Vlaanderen","39","Selected",17
"159",2024-04-10 14:02:17,2024-04-10 14:09:28,"IP Address",100,431,"True",2024-04-10 14:09:29,"R_2f5LP0iD81MUczT","anonymous","EN",4,"1992","9240","8630","F41 - Construction of buildings","Male","Academic master","Industrial engineering","10y","€ 4500 - € 4750","7","Yes",1,1,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"8","7","6","8","7",31,4625,"Oost Vlaanderen","West Vlaanderen","39","Selected",10
"160",2024-04-10 14:07:27,2024-04-10 14:09:36,"IP Address",100,129,"True",2024-04-10 14:09:37,"R_27pfFNlA0xO0HAt","anonymous","EN",4,"1989","8400","8400","C26 - Manufacture of computer, electronic and optical products","Male","Academic master","Electrical engineering","8y","€ 3000 - €3250","6","Yes",NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"10","10","10","10","10",34,3125,"West Vlaanderen","West Vlaanderen","39","Selected",8
"161",2024-04-10 14:07:46,2024-04-10 14:10:38,"IP Address",100,172,"True",2024-04-10 14:10:38,"R_2QYlKWfJt3W7GrF","anonymous","EN",4,"1994","9290","9130","C20 - Manufacture of chemicals and chemical products","Male","Academic master","Chemical engineering","5y","€ 6000 - € 6250","8","Yes",NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"7","8","6","6","8",29,6125,"Oost Vlaanderen","Oost Vlaanderen","29","Selected",5
"162",2024-04-10 14:06:56,2024-04-10 14:11:10,"IP Address",100,254,"True",2024-04-10 14:11:11,"R_8YZkv5KrkJyJ2bT","anonymous","EN",4,"1988","1130","1000","F42 - Civil engineering","Female","Academic master","Civil engineering","10y","€ 4500 - € 4750","3","Yes",1,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","5",1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,9,"10","10","3","8","5",35,4625,"Brussel","Brussel","39","Selected",10
"163",2024-04-10 14:08:24,2024-04-10 14:12:13,"IP Address",100,228,"True",2024-04-10 14:12:14,"R_4n3m1Hb8y95RkA2","anonymous","EN",4,"1992","8510","8570",NA,"Male","Academic master","Electrical engineering","8y","€ 5250 - € 5500","8","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"9","8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"8","8","6","7","7",31,5375,"West Vlaanderen","West Vlaanderen","39","Selected",8
"164",2024-04-10 14:08:15,2024-04-10 14:15:08,"IP Address",100,413,"True",2024-04-10 14:15:09,"R_4eKSliub3t8Rio6","anonymous","EN",4,"1965","8000","9860","C25 - Manufacture of fabricated metal products, except machinery and equipment","Male","Academic master","Other","34y","€ 7000 - € 7250","9","Yes",1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"8","8","8","8","3",58,7125,"West Vlaanderen","Oost Vlaanderen","59","Selected",34
"165",2024-04-10 14:11:42,2024-04-10 14:16:45,"IP Address",100,302,"True",2024-04-10 14:16:46,"R_4fJlIdMIx8hXLWR","anonymous","EN",4,"1996","2150","2610","C28 - Manufacture of machinery and equipment n.e.c.","Male","Academic master","Mechanical engineering","4y","€ 4750 - € 5000","9","Yes",NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"9","7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"9","8","10","8","6",27,4875,"Antwerpen","Antwerpen","29","Selected",4
"166",2024-04-10 14:14:14,2024-04-10 14:18:05,"IP Address",100,230,"True",2024-04-10 14:18:05,"R_1OelDmXyJ5Zd2NR","anonymous","EN",4,"1991","8810","9800","E36 - Water collection, treatment and supply","Male","PhD","Industrial engineering","7y","€ 3750 - € 4000","3","Yes",NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"5","7","8","8","7",32,3875,"West Vlaanderen","Oost Vlaanderen","39","Selected",7
"167",2024-04-10 14:13:24,2024-04-10 14:19:25,"IP Address",100,361,"True",2024-04-10 14:19:26,"R_7O2MeRZMhquTU6q","anonymous","EN",4,"1997","9052","9790","F41 - Construction of buildings","Male","Academic master","Industrial engineering","3y","€2750 - €3000","3","Yes",NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,"8","8","5","3","5",26,2875,"Oost Vlaanderen","Oost Vlaanderen","29","Selected",3
"168",2024-04-10 14:13:54,2024-04-10 14:19:40,"IP Address",100,346,"True",2024-04-10 14:19:41,"R_8tfEzrgwgv17I0M","anonymous","EN",NA,"1993","8800","9000","Other","Male","Academic master","Industrial engineering","6y","€ 4250 - € 4500","8","Yes",1,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"8","7","9","9","9",30,4375,"West Vlaanderen","Oost Vlaanderen","39","Selected",6
"169",2024-04-10 14:12:11,2024-04-10 14:20:41,"IP Address",100,509,"True",2024-04-10 14:20:42,"R_4ldVpXFBK961EvD","anonymous","EN",4,"1992","9031","9000","Other","Male","PhD","Bio engineering","7y","€ 5500 - € 5750","7","Yes",NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"5","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"9","9","9","7","2",31,5625,"Oost Vlaanderen","Oost Vlaanderen","39","Selected",7
"170",2024-04-10 14:08:16,2024-04-10 14:21:29,"IP Address",100,792,"True",2024-04-10 14:21:30,"R_7psMmrnu6JWqFR9","anonymous","EN",4,"1994","8400","8400","Other","Male","Academic master","Electrical engineering","5y","€ 3750 - € 4000","8","Yes",1,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"9","8","8","8","8",29,3875,"West Vlaanderen","West Vlaanderen","29","Selected",5
"171",2024-04-10 14:17:08,2024-04-10 14:22:50,"IP Address",100,342,"True",2024-04-10 14:22:51,"R_4MNFLHSvMAUK0qB","anonymous","EN",4,"1975","9140","9280","C10 - Manufacture of food products","Female","Academic master","Environmental engineering","25y","€ 9750 - € 10000","8","Yes",1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"9","9","8","7","7",48,9875,"Oost Vlaanderen","Oost Vlaanderen","49","Selected",25
"172",2024-04-10 14:18:13,2024-04-10 14:23:26,"IP Address",100,313,"True",2024-04-10 14:23:27,"R_61crMowJBpvPg5j","anonymous","EN",4,"1989","9450","9420","C28 - Manufacture of machinery and equipment n.e.c.","Female","Academic master","Industrial engineering","12y","€2750 - €3000","8","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"9","8","10","10","10",34,2875,"Oost Vlaanderen","Oost Vlaanderen","39","Selected",12
"173",2024-04-10 14:19:52,2024-04-10 14:23:29,"IP Address",100,217,"True",2024-04-10 14:23:30,"R_4RdBdBfdHdGgazr","anonymous","EN",4,"1989","8540","8560","C10 - Manufacture of food products","Male","Academic master","Bio engineering","12y","€ 6750 - € 7000","9","Yes",1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"9","6","7","8","9",34,6875,"West Vlaanderen","West Vlaanderen","39","Selected",12
"174",2024-04-10 14:19:40,2024-04-10 14:24:15,"IP Address",100,275,"True",2024-04-10 14:24:16,"R_2Cx8WKKe35AVcLy","anonymous","EN",4,"1980","2500","9052","Other","Male","Academic master","Industrial engineering","20y","€ 6000 - € 6250","7","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"8","8","8","8","2",43,6125,"Antwerpen","Oost Vlaanderen","49","Selected",20
"175",2024-04-10 14:23:33,2024-04-10 14:26:54,"IP Address",100,200,"True",2024-04-10 14:26:54,"R_41hRZPVoeZmd3jw","anonymous","EN",4,"2000","1785","9300","Other","Male","Academic master","Electrical engineering","2y","€ 3250 - € 3500","7","Yes",1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"9","7","7","8","8",23,3375,"Brussel","Oost Vlaanderen","29","Selected",2
"176",2024-04-10 14:22:04,2024-04-10 14:27:16,"IP Address",100,311,"True",2024-04-10 14:27:16,"R_8rPsuUO2TU9J5ZT","anonymous","EN",4,"1988","9100","9000","C20 - Manufacture of chemicals and chemical products","Male","Academic master","Chemical engineering","13y","€ 8250 - € 8500","8","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"6","7",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"8","10","8","9","6",35,8375,"Oost Vlaanderen","Oost Vlaanderen","39","Selected",13
"177",2024-04-10 14:01:38,2024-04-10 14:29:04,"IP Address",100,1646,"True",2024-04-10 14:29:05,"R_8wsoLBLw1fbHxKx","anonymous","EN",4,"1997","9000","9000","C28 - Manufacture of machinery and equipment n.e.c.","Prefer not to say","Academic master","Industrial engineering","2y","€ 3000 - €3250","6","Yes",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"9","8","6","8","7",26,3125,"Oost Vlaanderen","Oost Vlaanderen","29","Selected",2
"178",2024-04-10 13:54:59,2024-04-10 14:29:11,"IP Address",100,2052,"True",2024-04-10 14:29:12,"R_7dWy9EOR97WbOFb","anonymous","EN",4,"1994","9000","9000","Other","Male","Academic master","Industrial engineering","3y","€ 3250 - € 3500","7","Yes",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"10","8","10","10","8",29,3375,"Oost Vlaanderen","Oost Vlaanderen","29","Selected",3
